house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area (m2),building_area (m2),category
Jual Langka Tahun Ini Rumah Pusat Kota Bandung Di Buahbatu Bandung ,"Regol, Bandung",4,4,1,1350000000,86,160,rumah
Rumah hoki cantik super nyaman di Bandung,"Regol, Bandung",4,2,4,11000000000,800,422,rumah
"Rumah siap huni super nyaman di Srimahi, Bandung","Regol, Bandung",6,3,0,6500000000,348,192,rumah
Rumah Dijual Nyaman di Kembar Mas Bisa Untuk Usaha,"Regol, Bandung",7,4,0,5500000000,375,375,rumah
Rumah dua lantai siap huni di pasir salam,"Regol, Bandung",3,2,2,2300000000,147,145,rumah
Dijual rumah besar diKembar Mas lokasi strategis,"Regol, Bandung",7,4,2,5500000000,375,375,rumah
Rumah Baru 2 Lantai di Kembar Sriwijaya Kota Bandung,"Regol, Bandung",4,3,2,2250000000,107,160,rumah
RUMAH MEWAH DIJUAL BISA UNTUK KANTOR ATAU COFFEE SHOP DI REGOL BANDUNG,"Regol, Bandung",7,4,2,5500000000,375,375,rumah
Rumah 2 Lantai Bagus Untuk Tinggal Dan Usaha di Kembar Mas ,"Regol, Bandung",7,4,2,5500000000,375,375,rumah
"Jual Rumah SHM - Sertifikat Hak Milik di Kembar, Regol","Regol, Bandung",3,2,1,1450000000,94,130,rumah
Rumah Hitung Tanah Pusat Kota Di Kembar Baru Bandung,"Regol, Bandung",5,3,1,1800000000,147,170,rumah
Rumah On Progress Jl. Kembar Bandung (MCE),"Regol, Bandung",3,2,2,2200000000,140,125,rumah
Rumah SHM Bagus di Kembar timur Bandung,"Regol, Bandung",5,3,1,3500000000,257,257,rumah
Rayuan Mantap Beliin Rumah Di Ancol Timur Regol Bandung Kota,"Regol, Bandung",4,3,1,4500000000,220,350,rumah
Jangan Cuek Beli Segera Rumah Nyaman Di Pasirluyu Barat Bandung,"Regol, Bandung",4,3,2,6800000000,441,550,rumah
"Dijual Rumah Di Area Alun2 Bandung, Jalan Pasundan ","Regol, Bandung",3,2,0,618000000,85,85,rumah
Dijual Rumah Mewah Harga Murah di Jalan Kembar Bandung.,"Regol, Bandung",4,3,2,11000000000,800,500,rumah
Dijual Rumah Lux 2 Lantai di Kembar,"Regol, Bandung",4,3,2,5500000000,488,400,rumah
"Rumah di Jalan Kembar, Bandung","Regol, Bandung",4,2,0,3100000000,289,200,rumah
"Rumah 2 Lantai di Jalan Kembar, Bandung","Regol, Bandung",4,5,0,2500000000,200,140,rumah
"Rumah Tengah Kota, Kotabaru Raya, Sayap Bkr, Dekat Taman Tegalega","Regol, Bandung",5,3,3,5600000000,321,210,rumah
Rumah Terawat Siap Huni di Kembar Sriwijaya Buah batu,"Regol, Bandung",5,3,3,2500000000,202,220,rumah
Rumah Mewah Murah 2 Lantai Strategis Sayap Bkr ,"Regol, Bandung",3,2,2,1990000000,150,160,rumah
Rumah Mewah Terawat Lokasi Mantep Sayap Bkr,"Regol, Bandung",7,4,1,4500000000,330,500,rumah
"Komplek Kembar Mas, Regol, Kodya Bandung","Regol, Bandung",3,2,0,1500000000,120,100,unknown
Di Jual Cepat Rumah Tengah Kota Di Jl Sawah Kurung,"Regol, Bandung",2,2,1,1750000000,130,145,rumah
Di Jual Cepat Rumah Tengah Kota Jl Sawah Kurung ,"Regol, Bandung",2,2,1,1750000000,130,145,rumah
Dijual Luas Rumah Nyaman Siap Huni Asri di Curug Candung,"Regol, Bandung",4,4,3,1920000000,389,249,rumah
Jual Rumah Strategis Furnish Sayap Buah Batu Kembar Mas Bandung,"Regol, Bandung",5,3,2,5000000000,463,500,rumah
JUAL RUMAH LUX DI ANCOL TIMUR,"Regol, Bandung",4,3,3,3950000000,232,300,rumah
Rumah 3 Lt Bagus Dekat Kembar Sayap Moch Toha BKR Kota Bandung,"Regol, Bandung",6,5,2,2750000000,120,250,rumah
Rumah Murah Lokasi Strategis Suryalaya Terawat,"Regol, Bandung",5,5,1,3500000000,277,400,rumah
Rumah Pasirluyu Sayap Buahbatu siap huni ,"Regol, Bandung",3,3,1,1850000000,134,122,rumah
Dijual Cepat Rumah Area Kembar Bandung 2 Lantai,"Regol, Bandung",6,3,3,2500000000,202,220,rumah
Dijual Rumah di Jalan Kembar Regol Bandung,"Regol, Bandung",4,5,2,28500000000,197,180,rumah
RUMAH 2 LANTAI JALAN KEMBAR BANDUNG,"Regol, Bandung",3,2,0,2200000000,140,120,rumah
Rumah Tengah Kota daerah Kembar Timur 3 Bandung ,"Regol, Bandung",2,2,1,2250000000,210,150,rumah
Rumah Siap Huni 2 Lantai Daerah Sayap Mohammad Ramdhan Bandung,"Regol, Bandung",4,3,0,1850000000,100,136,rumah
Rumah Hoek Luas Nyaman Dalam Cluster di Pasirluyu Bandung,"Regol, Bandung",4,3,1,2850000000,201,250,rumah
Rumah Baru 100 Smarthome Pusat Kota di Kembar Sari Bandung,"Regol, Bandung",3,3,0,2150000000,125,140,rumah
Dijual Rumah Semi Furnish Terawat Siap Huni di Sayap Srimahi ,"Regol, Bandung",5,3,1,3700000000,242,270,rumah
Rumah Kostan 3 Lantai Nyaman Dan Aman di Jalan Ancol Bandung,"Regol, Bandung",15,5,0,2500000000,138,338,kos
Rumah Terawat Nyaman Lokasi Bagus di Jalan Kembar Bandung,"Regol, Bandung",5,5,0,1500000000,170,120,rumah
Rumah Siap Huni 2 Lantai di Batu Mas Bandung Selatan,"Regol, Bandung",5,4,0,1600000000,129,210,rumah
Rumah Siap Huni di Batu Mas Bandung Selatan ,"Regol, Bandung",3,2,0,1750000000,189,160,rumah
Di Jual Rumah Siap Huni di Jln Sukaati Kota Bandung,"Regol, Bandung",5,3,1,1600000000,140,200,rumah
Rumah Smarthome di Pusat Kota Kembar Sari Moh Toha Bandung,"Regol, Bandung",3,3,0,2150000000,125,140,rumah
Rumah SHM Bagus Asri Tenang di Pasir Salam Buah Batu Moh Toha Soekarno Hatta,"Regol, Bandung",3,2,2,1950000000,148,87,rumah
"Rumah Nyaman Siap Huni di Sayap Ciateul, Bandung","Regol, Bandung",3,2,1,1800000000,130,110,rumah
Rumah Tengah Kota Kembar Timur 3 harga sangat bersahabat ,"Regol, Bandung",2,2,1,2250000000,210,150,rumah
 Dijual Rumah Baru 2 Lantai Area Kembar 2 Unit,"Regol, Bandung",3,2,0,1950000000,102,130,rumah
Di Jual Rumah Tingkat Area Kembar - M. Toha,"Regol, Bandung",4,4,1,3200000000,249,325,rumah
Rumah Baru Full Furnished Lokasi Strategis di Tengah Kota Bandung,"Regol, Bandung",2,2,1,1600000000,130,145,rumah
Kembar Baru Rumah Dijual,"Regol, Bandung",4,3,0,2000000000,149,225,rumah
Kembar Baru Rumah Dijual,"Regol, Bandung",4,3,0,2000000000,149,225,rumah
Rumah murah siap huni di buah batu kota bandung ,"Regol, Bandung",6,6,1,1500000000,128,200,rumah
"Rumah mewah 3lt di sayap BKR,bangunan kokoh,terawat,lokasi strategis","Regol, Bandung",5,4,2,5000000000,204,400,rumah
"Rumah Murah Unfurnished SHM di Regol, Bandung Kota","Regol, Bandung",2,2,1,1600000000,130,145,rumah
Dijual Rumah Mewah di Sriwijaya Bandung ,"Regol, Bandung",13,14,0,9500000000,406,950,rumah
Dijual Rumah Di Pasir Jaya Bandung ,"Regol, Bandung",9,4,0,2500000000,200,220,rumah
Dijual Rumah Di Pasir Jaya Bandung ,"Regol, Bandung",4,2,1,3500000000,200,300,rumah
Dijual Rumah Di Pasundan Bandung ,"Regol, Bandung",7,1,0,2100000000,224,180,rumah
Rumah Luas Ada Banyak Kamar Cocok Dijadikan Kost di Regol,"Regol, Bandung",4,4,0,1700000000,215,280,kos
Rumah Balong Gede Bandung,"Regol, Bandung",2,1,0,2600000000,160,140,rumah
Rumah SHM di Srimahi bandung kota,"Regol, Bandung",6,3,3,6500000000,348,192,rumah
Rumah Terawat di Regol Kota Bandung ,"Regol, Bandung",4,2,1,1800000000,126,120,rumah
Rumah Dijual Modern Minimalis Cantik di Kembar Mas,"Regol, Bandung",3,2,0,2600000000,240,130,rumah
Rumah Dijual Kembar Sari Bandung Baru Smarthome,"Regol, Bandung",0,3,2,2150000000,125,140,rumah
"Rumah 2 Lantai Bagus Furnished SHM di Regol, Bandung","Regol, Bandung",4,3,2,5500000000,488,400,rumah
Dijual SmartHome Rumah Baru di Kembar Bandung,"Regol, Bandung",3,3,2,2150000000,126,140,rumah
"For Sale Rumah Bangunan Minimalis di Komplek Kembar, Bkr, Bandung","Regol, Bandung",4,4,0,2100000000,110,170,rumah
"Rumah Minimalis 2 Lantai di Kembar , Bandung Kota","Regol, Bandung",4,3,1,2200000000,149,100,rumah
Dijual Turun Harga Rumah Baru 2 Lantai di Komplek Kembar,"Regol, Bandung",3,2,0,1950000000,103,135,rumah
rumah bagus 2 lantai SHM di jln denki bandung,"Regol, Bandung",2,1,1,595000000,52,100,rumah
Rumah Bagus Siap Huni Di Sayap Pungkur Kota Bandung,"Regol, Bandung",5,3,2,12500000000,332,236,rumah
Dijual Rumah Siap Huni di Jalan Kembar Mas Bandung,"Regol, Bandung",3,3,0,2700000000,120,202,rumah
Jual Rumah Full Renov di Jalan Kembar,"Regol, Bandung",3,2,1,2650000000,175,140,rumah
Dijual Rumah Baru Minimalis Modern di Jalan Kembar Bandung,"Regol, Bandung",4,4,0,2250000000,106,160,rumah
Dijual Murah Rumah di Sayap Alun alun Bandung,"Regol, Bandung",3,2,0,800000000,86,80,rumah
Dijual rumah di balong gede,"Regol, Bandung",2,1,1,2600000000,160,140,rumah
Ruko Tengah Kota Jalur Ramai di Ramdan Bandung,"Regol, Bandung",1,2,2,4000000000,150,200,ruko
Rumah jl kembar,"Regol, Bandung",8,3,0,4300000000,289,160,rumah
Dijual rumah dekat masjid di pasirluyu regol bandung ,"Regol, Bandung",4,3,1,1550000000,160,160,rumah
Jual Rumah Bagus Siap Huni Di Pasirluyu Regol Bandung,"Regol, Bandung",5,3,1,1500000000,145,210,rumah
Dijual rumah siap huni di pasirluyu regol bandung,"Regol, Bandung",3,2,4,1990000000,221,200,rumah
"Rumah Bagus Unfurnished SHM di Pasirluyu, Bandung","Regol, Bandung",12,12,1,3800000000,149,228,rumah
"Rumah Terawat di Sayap Ciateul , Moh Toha, Sawah Kurung Ref.03220","Regol, Bandung",3,1,1,1370000000,114,90,rumah
Dijual Rumah Minimalis Luas Tengah Kota di Jalan Ancol,"Regol, Bandung",2,1,1,1500000000,145,124,rumah
Di Jual Rumah Nyaman Di Pasir Salam,"Regol, Bandung",3,3,1,2400000000,123,170,rumah
Rumah Lux Luas Siap Huni Di Bkr Jl Kembar Regol Pasirluyu Bandung,"Regol, Bandung",5,4,1,5500000000,488,400,rumah
Rumah Modern Strategis Pasirluyu Suryalaya Sayap Bkr Kota Bandung,"Regol, Bandung",6,4,1,3000000000,204,350,rumah
Rumah SHM Bagus di Ramdan tegallega kota baru pungkur bandung,"Regol, Bandung",3,2,2,3200000000,197,160,rumah
Kost kostan tengah kota,"Regol, Bandung",40,40,0,10000000000,240,650,kos
Rumah Strategis di Mainroad Sriwijaya,"Regol, Bandung",4,2,2,4500000000,255,258,rumah
Rumah Murah Bagus Lokasi Strategs Dekat Pusat Kota Kembar Bandung,"Regol, Bandung",3,2,2,1990000000,150,160,rumah
Dijual Cepat Rumah di Jalan Kembar Mas Bandung,"Regol, Bandung",4,3,1,3800000000,308,243,rumah
Dijual Lelang Rumah Dan Ruang Usaha di Mainroad Dewi Sartika,"Regol, Bandung",3,3,2,3090000000,301,236,rumah
Rumah Bagus Siap Huni 2 Lantai di Suryalaya Bandung Sudah SHM ,"Regol, Bandung",6,3,3,3600000000,150,250,rumah
Rumah terawat pusat kota jalan Dewi sartika bandung,"Regol, Bandung",3,2,0,690000000,63,63,rumah
"Rumah 1,5 Lantai Siap Huni di Kembar Mas","Regol, Bandung",2,2,2,1900000000,120,120,rumah
Rumah Kost Dijual 3 Lantai di Daerah Kembar Bandung,"Regol, Bandung",7,3,0,2500000000,162,220,kos
Rumah Dijual di Sayap Ciateul Bandung,"Regol, Bandung",4,2,0,1700000000,175,104,rumah
Rumah Dijual Asri Tenang Nyaman di Sayap Buahbatu Bandung,"Regol, Bandung",4,3,0,3000000000,197,150,rumah
Rumah Dijual Hitung Tanah Saja di Daerah Mochmmad Toha Bandung,"Regol, Bandung",0,0,0,3000000000,210,120,rumah
Dijual Rumah+kantor+tempat Usaha 2 Lantai di Pasir Malaka Bandung,"Regol, Bandung",1,2,0,2900000000,244,251,rumah
Rumah Hook terawat siap huni kembar Regol Bandung,"Regol, Bandung",5,3,2,5000000000,463,375,rumah
Dijual Cepat Rumah di Jl kembar ,"Regol, Bandung",4,3,2,2000000000,149,220,rumah
Dijual Rumah 1 Lantai SHM di Jalan Kembar Bandung,"Regol, Bandung",3,3,1,2550000000,175,150,rumah
Dijual Rumah Baru Tengah Kota Nyaman Siap Huni di Sayap Toha,"Regol, Bandung",4,3,1,1800000000,180,200,rumah
Rumah Terawat Siap Huni di Daerah Kembar Regol Kota Bandung,"Regol, Bandung",3,2,1,1500000000,120,100,rumah
Dijual Rumah Usaha Strategis Tengah Kota Dekat Pasar Ancol,"Regol, Bandung",5,3,0,1600000000,127,200,rumah
Rumah Dijual Bangunan Baru 2 Lantai di Daerah Kembar,"Regol, Bandung",4,4,0,2100000000,110,170,rumah
"Rumah Strategis 2,5 Lantai Strategis di Jalan Kembar Bandung Kota","Regol, Bandung",4,3,0,3100000000,308,600,rumah
"Rumah Baru 2 Lantai di Daerah Kembar, Bandung","Regol, Bandung",4,4,1,2100000000,110,170,rumah
Moms Rumah Luas Banget Nih Dijual Semi Furnish di Kembar Bandung,"Regol, Bandung",5,3,1,4000000000,257,188,rumah
Dijual Rumah Baru On Progress Modern di Komplek Kurdi,"Regol, Bandung",3,2,1,3000000000,169,270,rumah
Rumah Siap Huni Full Furnished Di Sayap BKR Bandung,"Regol, Bandung",6,3,1,3500000000,217,314,rumah
Dijual Rumah Harga di Bawah Pasaran Daerah Ancol Bandung Tengah,"Regol, Bandung",4,2,1,2500000000,257,300,rumah
"Dijual Rumah Bagus SHM di Daerah Kembar, Regol, Bandung","Regol, Bandung",4,3,1,2600000000,175,175,rumah
DIJUAL RUMAH BARU MODERN MINIMALIS 2 LANTAI TENGAH KOTA DAERAH KEMBAR BANDUNG,"Regol, Bandung",4,4,1,2100000000,110,170,rumah
Dijual Rumah siap huni di sayap BKR pusat kota Bandung,"Regol, Bandung",4,2,1,1800000000,126,120,rumah
Kost aktif 2 Lantai Akses Gang di Jalan Sriwijaya Bandung,"Regol, Bandung",17,17,0,1200000000,150,300,kos
" Rumah Unfurnished Butuh Renovasi SHM - Sertifikat Hak Milik di Suryalaya, Regol","Regol, Bandung",7,6,2,3500000000,330,300,rumah
Rumah Baru Jadi 2 Lantai di daerah Kembar,"Regol, Bandung",4,4,1,2100000000,110,170,rumah
RUMAH SIAP PAKAI DI KEMBAR DEKAT KE KAMPUS SATU UNIVETSITY.,"Regol, Bandung",4,3,0,1850000000,150,240,rumah
Rumah Dijual Bangunan Baru 2 Lantai di Daerah Kembar,"Regol, Bandung",4,4,0,2100000000,110,170,rumah
"Rumah 1,5 Lantai Siap Huni di Kembar Mas Bandung","Regol, Bandung",2,2,2,1900000000,120,120,rumah
Rumah 2lantai di Pasirwangi-Kembar-Regol kondisi Baru jadi ,"Regol, Bandung",4,4,1,2100000000,110,170,rumah
"Rumah Kembar SariFull renovasi, minimalis modern lokasi di pusat kota dengan banyak akses. ","Regol, Bandung",3,2,1,1450000000,105,95,rumah
Tambah Tambah Bahagia Beli Rumah Di Area Ancol Timur Bandung Kota,"Regol, Bandung",4,3,1,4500000000,220,350,rumah
Dijual Rumah Luas Lux di Kembar Timur Sayap Bkr,"Regol, Bandung",4,3,2,5500000000,488,400,rumah
Dijual Rumah Di Sayap Jalan Ciateul Kota Bandung,"Regol, Bandung",4,4,2,4500000000,197,250,rumah
Rumah Dijual Modern 2 Lantai di Kembar Mas ,"Regol, Bandung",6,3,0,3100000000,266,200,rumah
Dijual rumah terawat semi furnished Kembar Regol,"Regol, Bandung",5,3,2,5200000000,463,375,rumah
Rumah Dekat Ke Publik Area Dan Tempat Belanja di Srimahi Bandung,"Regol, Bandung",3,2,0,3200000000,200,140,rumah
Rumah Tinggal 2 Lantai di Kembar Bandung,"Regol, Bandung",5,3,3,2500000000,202,220,rumah
Rumah Dijual di Kembar Bandung,"Regol, Bandung",6,3,8,3100000000,266,200,rumah
bangunan baru di komplek kembar mas regol,"Regol, Bandung",3,2,2,2100000000,110,180,unknown
"Rumah Hitung Tanah Bonus Bangunan Sayap Ciateul, Pungkur","Regol, Bandung",3,2,0,800000000,140,130,rumah
Rumah Baru Kembar Mas Kota Bandung,"Regol, Bandung",3,3,0,2700000000,120,202,rumah
"Rumah 2,5 Lantai Minimalis Modern Siap Huni di Pasirluyu Bkr ","Regol, Bandung",6,4,0,3500000000,204,350,rumah
Rumah Siap Huni Pasir Salam Kota Bandung,"Regol, Bandung",3,3,2,1900000000,142,220,rumah
Rumah Nyaman Dan Aman 2 Lantai di Kembar Bandung,"Regol, Bandung",3,3,2,2000000000,156,250,rumah
For Sale Or Rent Rumah Siap Huni di Kembar Mas Bandung,"Regol, Bandung",2,2,1,1900000000,120,120,rumah
Rumah di Jl. Sayap Pungkur 3 Lantai SHM Bagus,"Regol, Bandung",40,40,0,12000000000,245,600,rumah
"Rumah Baru 2 Lantai di Daerah Kembar, Bandung Tersedia 3 Unit","Regol, Bandung",4,4,2,2250000000,107,160,rumah
Cetar Membahana Rumah Bikin Gembira Dijual di Ancol Timur Bandung,"Regol, Bandung",4,3,1,4500000000,220,350,rumah
Rumah multi fungsi bagus di jalan kembar baru bandung,"Regol, Bandung",3,5,5,3750000000,357,550,rumah
Rumah Dijual Cantik Keren di Sayap Bkr Dkt Pusat Kota Bandung,"Regol, Bandung",5,2,1,3300000000,204,350,rumah
Dijual Rumah Di Sayap Jl Moh Ramdan Kota Bandung,"Regol, Bandung",3,1,0,1600000000,120,100,rumah
Rumah Pasir Jaya Sayap Soekarno Hatta,"Regol, Bandung",2,2,0,2000000000,200,100,rumah
Rumah Terawat Siap Huni Jl Kembar Bandung,"Regol, Bandung",7,3,1,3020000000,312,200,rumah
"Rumah 2 Lantai Bagus Siap Huni di Sayap Moch Ramdan, Bandung","Regol, Bandung",4,4,2,2000000000,112,160,rumah
Dijual Rumah Tengah Kota Akses Dekat Tol Sayap Moh Toha soeta,"Regol, Bandung",2,2,1,1000000000,94,120,rumah
Rumah Siap Huni Lokasi Bebas Banjir di Sayap Pungkur,"Regol, Bandung",4,2,1,5000000000,190,380,rumah
Di Jual Rumah Lux Di Jl Kembar ,"Regol, Bandung",6,5,1,7000000000,207,948,rumah
Rumah Hitung Tanah Mainroad Jl. Dewi Sartika Bandung,"Regol, Bandung",6,5,7,12000000000,611,500,rumah
"Dijual Rumah Nyaman Tengah Kota Siap Huni di Sayap Mohamad Toha, Bandung","Regol, Bandung",2,1,1,950000000,117,104,rumah
Dijual Rumah di Sayap Moch Ramdan ,"Regol, Bandung",3,2,0,710000000,70,100,rumah
Rumah Siap Huni Kawasan Asri di Kembar,"Regol, Bandung",3,2,1,2000000000,103,130,rumah
Rumah Lingkungan Aman Nyaman Siap Huni di Kembar,"Regol, Bandung",3,3,1,2100000000,103,135,rumah
"Rumah 2 Lantai Bagus Semi Furnished SHM di Mengger Regol, Bandung","Regol, Bandung",3,2,1,1600000000,189,160,rumah
"Rumah Jarang Ada Kembar, Bandung Selatan","Regol, Bandung",2,1,0,790000000,98,80,rumah
Rumah Lama Terawat Siap Huni Dewi Sartika Bandung,"Regol, Bandung",9,3,1,3200000000,266,199,rumah
Rumah 2 Lantai Furnished Dan Siap Huni di Kembar Timur Kota Bandung,"Regol, Bandung",4,5,0,2700000000,140,200,rumah
cepat rumah luas di Komplek PLN Cigereleng Regol Kota Bandung,"Regol, Bandung",10,10,1,3250000000,294,200,rumah
Dijual Cepat Rumah Luas di Komplek Pln Cigereleng Regol Kota Bandung,"Regol, Bandung",11,11,0,3250000000,294,200,rumah
"Rumah 2 lt, furnished, siap huni di kembar timur","Regol, Bandung",4,5,2,2700000000,140,200,rumah
"DIJUAL. Rumah Impian Siap Huni di Pasirluyu, Bandung","Regol, Bandung",4,4,4,11000000000,384,800,rumah
Dijual Rumah Cantik Modern Komplek Muara Bandung,"Regol, Bandung",3,3,2,2000000000,133,180,rumah
Dijual rumah pinggir jalan di Mohammad toha bisa untuk usaha,"Regol, Bandung",6,2,2,8950000000,380,250,rumah
DIJUAL RUMAH LUX & SEMI FURNISHED & STRATEGIS 2 LANTAISayap BKR / Sriwijaya / Soekarno Hatta,"Regol, Bandung",4,3,2,5500000000,488,400,rumah
rumah siap huni di jl kembar barat kota Bandung,"Regol, Bandung",2,2,2,1350000000,124,100,rumah
Rumah Siap Huni di Kembar Sari,"Regol, Bandung",2,2,1,1450000000,105,95,rumah
RUMAH SAYAP MOH. RAMDAN BANDUNG,"Regol, Bandung",5,1,0,1500000000,120,90,rumah
Rumah Bagus Siap Huni Komplek Kembar Mas Bkr Regol,"Regol, Bandung",5,5,3,3400000000,216,450,rumah
Rumah Sultan 4 Kamar di Kembar Mas Bandung Kota,"Regol, Bandung",3,3,1,2700000000,120,202,rumah
"Rumah Kost Full Penghuni Mahasiswa UNPAS Di Daerah Regol Pasirluyu BDGKostan dijual daerah (Regol, Pasirluyu)- Luas Tanah : 200m- Kamar Tidur : 11+1- Kamar Mandi : 11+1- Kamar Include Springbed Dan Lemari- Wifi 50Mbps- Bangunan 2 Lant","Regol, Bandung",11,11,4,2750000000,200,400,kos
Jual Rumah Gress Siap Huni di Sayap BKR Bandung,"Regol, Bandung",4,4,2,2370000000,117,146,rumah
Dijual Rumah di Jalan Kembar Regol Bandung,"Regol, Bandung",2,1,1,1000000000,65,45,rumah
Rumah Modern Nyaman Siap Huni Lokasi di Kembar,"Regol, Bandung",5,3,0,2800000000,202,220,rumah
Rumah Ekslusif Modern Lokasi Strategis di Pasir Salam Bandung,"Regol, Bandung",3,2,2,2210000000,118,147,rumah
"2 Unit Rumah Di Jual Baru Design Modern di Jl Srigadis , Bandung","Regol, Bandung",4,4,2,2370000000,117,146,rumah
For Sale Rumah Modern Cantik Lokasi di Kembar,"Regol, Bandung",5,3,0,2800000000,202,220,rumah
For Sale Rumah Tinggal di Pasirluyu Regol Bandung,"Regol, Bandung",3,2,1,2200000000,140,148,rumah
For Sale Rumah Modern Cantik Lokasi di Kembar,"Regol, Bandung",5,3,0,2800000000,202,220,rumah
Dijual Rumah Mewah di Pasirluyu Bandung ,"Regol, Bandung",4,3,0,6500000000,441,550,rumah
Rumah 2 Lantai Unfurnished SHM Di Terusan Sutami Bandung Utara,"Sukajadi, Bandung",3,2,2,1700000000,108,120,rumah
Rumah Karanglayung Parkir Luas Ukuran Pas,"Sukajadi, Bandung",4,3,5,11000000000,435,250,rumah
Rumah Asri  2 Lantai Sayap Sukajadi,"Sukajadi, Bandung",4,3,3,7000000000,375,200,rumah
Di jual rumah kost sayap sukajadi investasi good,"Sukajadi, Bandung",15,15,1,16500000000,1000,400,kos
"Rumah Nyaman Dan Asri, Lembah Sukaresmi di Bandung Utara.","Sukajadi, Bandung",5,3,3,9000000000,742,500,rumah
Rumah Murah Harga Njop Lembah Sukaresmi Sukajadi Bandung Utara,"Sukajadi, Bandung",5,5,3,8000000000,878,1000,rumah
"Rumah Siap Huni di Sayap Sukajadi, dekat PVJ dan pasar","Sukajadi, Bandung",4,4,2,10500000000,740,500,rumah
"Rumah 1,5 Lantai Strategis SHM di Babakan Jeruk Kota Bandung","Sukajadi, Bandung",7,5,2,2900000000,223,300,rumah
Rumah 2 Lantai Strategis Terawat SHM Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",2,2,2,4500000000,246,330,rumah
"Rumah Mewah 3 Lantai di Sukajadi , Sukaresmi Bandung","Sukajadi, Bandung",5,7,5,8500000000,880,1100,rumah
"Rumah Luas Murah dekat Mall Pvj, Sukajadi Bandung","Sukajadi, Bandung",5,3,2,8000000000,620,375,rumah
Rumah cantik siap huni di Setra indah Bagus 2 Lantai hdp timur,"Sukajadi, Bandung",4,5,1,3900000000,336,400,rumah
Setra Indah - Bangunan Bagus Hommy Siap Huni - Halaman Depan Belakang Full Canopy  - Turun Harga Jual Cepat (Good Invest),"Sukajadi, Bandung",7,3,2,5500000000,435,350,unknown
Jual Rumah Sayap Babakan Jeruk 1 Tsm,"Sukajadi, Bandung",3,2,0,895000000,140,200,rumah
"Mewah Hook 2 Lantai, Dibawah NJOP!!Murah ,Langka Dekat PVJ, Jual Super Cepat.","Sukajadi, Bandung",5,5,2,8500000000,878,1100,unknown
Rumah Luas Mewah Semi Furnished SHM di Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",9,11,10,22000000000,870,900,rumah
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",3,3,2,4500000000,368,200,rumah
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",7,3,1,2600000000,210,160,rumah
Rumah Strategis Luas Pinggir Jalan di Sayap Sukajadi Kota Bandung,"Sukajadi, Bandung",5,4,4,22000000000,568,1100,rumah
Dijual segera nego sampai deal rumah minimalis 2 lantai di gerlong,"Sukajadi, Bandung",4,3,1,1970000000,134,140,rumah
Rumah Bagus Minimalis Di Komplek Setra duta Kota Bandung ,"Sukajadi, Bandung",4,3,4,3500000000,163,210,rumah
"Jual BU Rumah Hitung Tanah Karang Layung Sayap Sukajadi, Kawasan Elite di Bandung Utara","Sukajadi, Bandung",4,2,2,11200000000,825,300,rumah
Dijual Cepat Guesthouse Aktif Okupansi Bagus Murah Di Sukajadi,"Sukajadi, Bandung",12,14,5,4750000000,223,660,unknown
DI  RUMAH & KOST SUKAJADI KOTA BANDUNG,"Sukajadi, Bandung",37,31,0,12500000000,1227,800,kos
Jual Cepat Murah Hotel di Sayap Sukajadi Bandung,"Sukajadi, Bandung",12,14,5,4800000000,223,600,hotel
Jual Cepat Rumah Minimalis di Sukajadi Tengah Kota Bandung,"Sukajadi, Bandung",5,3,1,2400000000,132,144,rumah
"Rumah Setraduta Bagus Unik Di Setraduta, Sukajadi","Sukajadi, Bandung",3,2,0,2500000000,76,250,rumah
HOT DEAL SALE!! YUK MILIKI RUMAH CANTIK HARGA KEREN!! Rumah Kawasan Setra Indah,"Sukajadi, Bandung",3,2,0,850000000,56,100,rumah
Rumah Bagus berbentuk kontrakkan Di Pasteur,"Sukajadi, Bandung",5,1,0,900000000,100,120,rumah
Rumah Griya Raya Siap Huni Letak Strategis,"Sukajadi, Bandung",8,7,0,11000000000,372,500,rumah
Rumah Murah Cipaganti Sukajadi Kota Bandung,"Sukajadi, Bandung",4,3,1,2650000000,246,140,rumah
"Investasi Rumah Kost 10 Kamar, Jalan Jurang Sukajadi, Dalam Gang","Sukajadi, Bandung",10,2,0,500000000,67,120,kos
Rumah Kosan Murah Pisan di Sayap Sukajadi Setiabudi Bandung,"Sukajadi, Bandung",10,4,2,1650000000,243,300,kos
"Rumah Bagus SHM 2 Lantai di Mainroad Sukajadi, Bandung","Sukajadi, Bandung",7,5,2,6000000000,286,350,rumah
Dijual Kos Premium 100 Kamar 4 Lantai Furnish di Cibogo,"Sukajadi, Bandung",99,99,0,45000000000,2454,4000,kos
Dijual Cepat Rumah Bagus Siap Huni di Sukajadi Bandung,"Sukajadi, Bandung",3,2,2,6000000000,411,300,rumah
Bandung Asri Euy.. Buy Rumah Setra Indah Sayap Sukajadi Bandung,"Sukajadi, Bandung",4,3,1,3500000000,252,210,rumah
